case_id,region,case_type,customer_type,created_date,backlog_days,resolution_days,sla_breach,resolved_date,escalated,month,seasonal_factor,complexity_score,case_notes
1058,Argentina,Order Delay,End Customer,2026-03-18,7.0,6.0,False,2026-03-24,0,3,3,3,Customer is requesting urgent update
1059,Argentina,Pricing Issue,End Customer,2026-02-27,8.0,9.0,True,2026-03-08,0,2,1,2,Pricing discrepancy identified
1060,Argentina,Order Delay,Distributor,2026-03-14,9.0,8.0,True,2026-03-22,0,3,3,4,Customer is requesting urgent update
1061,Colombia,Technical Support,Distributor,2026-01-24,,,False,,0,1,1,2,Customer escalated the issue
1062,Brazil,Order Delay,Distributor,2026-03-03,12.0,10.0,True,2026-03-13,0,3,3,2,Customer escalated the issue
1063,Perú,Technical Support,End Customer,2026-03-08,,,False,,0,3,3,2,Pricing discrepancy identified
1064,México,Technical Support,End Customer,2026-01-29,,,False,,0,1,1,3,Customer escalated the issue
1065,Argentina,Pricing Issue,End Customer,2026-01-05,6.0,6.0,False,2026-01-11,0,1,1,2,Pricing discrepancy identified
1066,Chile,Pricing Issue,End Customer,2026-02-14,7.0,9.0,True,2026-02-23,1,2,1,2,Customer is requesting urgent update
1067,Argentina,Order Delay,End Customer,2026-02-22,7.0,7.0,False,2026-03-01,0,2,1,3,Customer is requesting urgent update
1068,Chile,Order Delay,Distributor,2026-01-23,8.0,10.0,True,2026-02-02,1,1,1,2,Awaiting internal approval
1069,Perú,Documentation,End Customer,2026-01-17,,,False,,0,1,1,1,Customer is requesting urgent update
1070,Perú,Order Delay,End Customer,2026-01-16,,,False,,0,1,1,3,Customer is requesting urgent update
1071,Perú,Documentation,End Customer,2026-01-26,,,False,,0,1,1,3,Customer is requesting urgent update
1072,Chile,Documentation,End Customer,2026-01-12,6.0,6.0,False,2026-01-18,0,1,1,2,Customer is requesting urgent update
1073,Argentina,Pricing Issue,Distributor,2026-01-13,7.0,9.0,True,2026-01-22,0,1,1,2,Delay due to logistics issue
1074,Perú,Technical Support,End Customer,2026-01-07,,,False,,0,1,1,1,Pricing discrepancy identified
1075,Colombia,Documentation,End Customer,2026-01-27,,,False,,0,1,1,3,Delay due to logistics issue
1076,Chile,Order Delay,End Customer,2026-02-14,5.0,7.0,False,2026-02-21,0,2,1,1,Customer escalated the issue
1077,Chile,Documentation,Distributor,2026-02-23,5.0,6.0,False,2026-03-01,1,2,1,2,Delay due to logistics issue
1078,Argentina,Pricing Issue,End Customer,2026-02-10,7.0,7.0,False,2026-02-17,0,2,1,2,Customer escalated the issue
1079,Chile,Documentation,Distributor,2026-02-11,4.0,5.0,False,2026-02-16,0,2,1,3,Delay due to logistics issue
1080,Chile,Documentation,Distributor,2026-02-04,4.0,5.0,False,2026-02-09,0,2,1,4,Pricing discrepancy identified
1081,Perú,Documentation,End Customer,2026-01-01,,,False,,0,1,1,1,Pricing discrepancy identified
1082,Argentina,Documentation,End Customer,2026-01-11,6.0,7.0,False,2026-01-18,0,1,1,1,Customer escalated the issue
1083,Perú,Documentation,End Customer,2026-02-01,,,False,,0,2,1,3,Customer escalated the issue
1084,Perú,Documentation,Distributor,2026-01-02,,,False,,0,1,1,4,Customer is requesting urgent update
1085,Argentina,Documentation,End Customer,2026-02-11,7.0,9.0,True,2026-02-20,0,2,1,1,Customer is requesting urgent update
1086,México,Pricing Issue,Distributor,2026-01-01,,,False,,0,1,1,2,Awaiting internal approval
1087,Perú,Order Delay,Distributor,2026-03-31,,,False,,0,3,3,3,Customer escalated the issue
1088,Colombia,Pricing Issue,End Customer,2026-01-26,,,False,,0,1,1,1,Delay due to logistics issue
1089,Colombia,Documentation,Distributor,2026-03-26,,,False,,0,3,3,3,Pricing discrepancy identified
1090,Chile,Documentation,End Customer,2026-02-14,5.0,7.0,False,2026-02-21,0,2,1,2,Delay due to logistics issue
1091,Colombia,Technical Support,End Customer,2026-02-15,,,False,,0,2,1,2,Pricing discrepancy identified
1092,Chile,Pricing Issue,End Customer,2026-02-24,7.0,9.0,True,2026-03-05,1,2,1,1,Customer escalated the issue
1093,México,Documentation,End Customer,2026-01-18,,,False,,1,1,1,2,Customer is requesting urgent update
1094,Argentina,Technical Support,End Customer,2026-02-22,5.0,5.0,False,2026-02-27,0,2,1,1,Delay due to logistics issue
1095,Argentina,Pricing Issue,End Customer,2026-01-23,8.0,8.0,True,2026-01-31,1,1,1,1,Pricing discrepancy identified
1096,Argentina,Documentation,End Customer,2026-02-13,8.0,8.0,True,2026-02-21,1,2,1,3,Customer is requesting urgent update
1097,Colombia,Technical Support,Distributor,2026-03-08,,,False,,0,3,3,3,Customer is requesting urgent update
1098,México,Technical Support,End Customer,2026-02-20,,,False,,0,2,1,1,Pricing discrepancy identified
1099,Colombia,Documentation,Distributor,2026-03-04,,,False,,0,3,3,4,Pricing discrepancy identified
1100,Colombia,Order Delay,Distributor,2026-03-23,,,False,,0,3,3,4,Customer escalated the issue
1101,México,Documentation,End Customer,2026-01-28,,,False,,0,1,1,1,Awaiting internal approval
1102,México,Technical Support,End Customer,2026-02-05,,,False,,0,2,1,2,Awaiting internal approval
1103,México,Order Delay,End Customer,2026-01-04,,,False,,0,1,1,3,Awaiting internal approval
1104,México,Order Delay,Distributor,2026-01-23,,,False,,0,1,1,2,Pricing discrepancy identified
1105,Argentina,Pricing Issue,Distributor,2026-02-27,6.0,7.0,False,2026-03-06,0,2,1,4,Pricing discrepancy identified
1106,Brazil,Order Delay,Distributor,2026-03-16,11.0,9.0,True,2026-03-25,0,3,3,3,Awaiting internal approval
1107,Brazil,Technical Support,End Customer,2026-02-01,8.0,10.0,True,2026-02-11,1,2,1,1,Customer escalated the issue
1108,México,Technical Support,Distributor,2026-01-18,,,False,,0,1,1,3,Customer escalated the issue
1109,Brazil,Pricing Issue,End Customer,2026-03-27,10.0,8.0,True,2026-04-04,1,3,3,1,Customer escalated the issue
1110,Brazil,Technical Support,Distributor,2026-03-14,8.0,6.0,False,2026-03-20,0,3,3,2,Awaiting internal approval
1111,México,Technical Support,Distributor,2026-01-13,,,False,,0,1,1,4,Awaiting internal approval
1112,Brazil,Technical Support,Distributor,2026-01-20,9.0,10.0,True,2026-01-30,1,1,1,2,Customer is requesting urgent update
1113,Colombia,Pricing Issue,Distributor,2026-02-18,,,False,,0,2,1,4,Pricing discrepancy identified
1114,Chile,Order Delay,Distributor,2026-03-03,6.0,5.0,False,2026-03-08,0,3,3,3,Delay due to logistics issue
1115,Chile,Pricing Issue,End Customer,2026-02-25,4.0,5.0,False,2026-03-02,0,2,1,1,Customer is requesting urgent update
1116,México,Order Delay,End Customer,2026-01-22,,,False,,1,1,1,3,Customer is requesting urgent update
1117,Argentina,Technical Support,End Customer,2026-01-30,9.0,10.0,True,2026-02-09,1,1,1,2,Customer escalated the issue
1118,México,Documentation,End Customer,2026-03-14,,,False,,0,3,3,3,Customer is requesting urgent update
1119,Argentina,Pricing Issue,End Customer,2026-02-21,7.0,8.0,True,2026-03-01,0,2,1,3,Pricing discrepancy identified
1120,Chile,Order Delay,Distributor,2026-03-04,10.0,10.0,True,2026-03-14,1,3,3,2,Customer is requesting urgent update
1121,México,Order Delay,Distributor,2026-02-17,,,False,,0,2,1,2,Customer is requesting urgent update
1122,Perú,Technical Support,Distributor,2026-02-11,,,False,,0,2,1,2,Customer is requesting urgent update
1123,Colombia,Order Delay,End Customer,2026-01-25,,,False,,0,1,1,1,Customer escalated the issue
1124,Brazil,Technical Support,End Customer,2026-01-03,8.0,8.0,True,2026-01-11,1,1,1,2,Pricing discrepancy identified
1125,Argentina,Technical Support,End Customer,2026-01-05,6.0,6.0,False,2026-01-11,0,1,1,1,Delay due to logistics issue
1126,Perú,Technical Support,End Customer,2026-01-30,,,False,,0,1,1,2,Customer is requesting urgent update
1127,Brazil,Order Delay,Distributor,2026-02-02,8.0,8.0,True,2026-02-10,0,2,1,4,Customer is requesting urgent update
1128,Brazil,Documentation,End Customer,2026-03-28,9.0,9.0,True,2026-04-06,0,3,3,3,Customer escalated the issue
1129,México,Pricing Issue,End Customer,2026-02-11,,,False,,0,2,1,2,Customer is requesting urgent update
1130,Brazil,Order Delay,Distributor,2026-02-01,10.0,10.0,True,2026-02-11,0,2,1,3,Customer escalated the issue
1131,Colombia,Pricing Issue,End Customer,2026-03-27,,,False,,1,3,3,1,Delay due to logistics issue
1132,Perú,Order Delay,End Customer,2026-01-31,,,False,,0,1,1,2,Customer escalated the issue
1133,Brazil,Technical Support,Distributor,2026-01-27,8.0,10.0,True,2026-02-06,0,1,1,4,Awaiting internal approval
1134,México,Pricing Issue,End Customer,2026-03-18,,,False,,0,3,3,1,Awaiting internal approval
1135,Colombia,Technical Support,End Customer,2026-03-02,,,False,,0,3,3,2,Customer is requesting urgent update
1136,Chile,Order Delay,Distributor,2026-01-15,8.0,10.0,True,2026-01-25,0,1,1,2,Customer is requesting urgent update
1137,Perú,Order Delay,Distributor,2026-03-01,,,False,,0,3,3,2,Customer escalated the issue
1138,Brazil,Documentation,Distributor,2026-03-29,8.0,6.0,False,2026-04-04,0,3,3,3,Customer escalated the issue
1139,México,Pricing Issue,End Customer,2026-01-28,,,False,,0,1,1,1,Pricing discrepancy identified
1140,Chile,Order Delay,End Customer,2026-03-08,10.0,8.0,True,2026-03-16,0,3,3,2,Customer is requesting urgent update
1141,Chile,Order Delay,Distributor,2026-01-06,7.0,8.0,True,2026-01-14,0,1,1,2,Customer is requesting urgent update
1142,Argentina,Documentation,End Customer,2026-02-06,7.0,8.0,True,2026-02-14,1,2,1,2,Customer escalated the issue
1143,Colombia,Documentation,Distributor,2026-01-06,,,False,,0,1,1,3,Customer is requesting urgent update
1144,Brazil,Documentation,Distributor,2026-03-07,11.0,9.0,True,2026-03-16,0,3,3,4,Customer is requesting urgent update
1145,México,Technical Support,End Customer,2026-02-10,,,False,,0,2,1,1,Awaiting internal approval
1146,Argentina,Documentation,Distributor,2026-02-04,8.0,9.0,True,2026-02-13,1,2,1,2,Customer is requesting urgent update
1147,Colombia,Documentation,Distributor,2026-01-01,,,False,,0,1,1,4,Awaiting internal approval
1148,Argentina,Pricing Issue,Distributor,2026-01-23,9.0,10.0,True,2026-02-02,1,1,1,2,Delay due to logistics issue
1149,Perú,Technical Support,Distributor,2026-02-11,,,False,,0,2,1,3,Delay due to logistics issue
1150,Colombia,Technical Support,End Customer,2026-03-01,,,False,,0,3,3,2,Customer escalated the issue
1151,Colombia,Order Delay,Distributor,2026-02-08,,,False,,0,2,1,4,Delay due to logistics issue
1152,Brazil,Pricing Issue,Distributor,2026-03-21,11.0,11.0,True,2026-04-01,1,3,3,3,Delay due to logistics issue
1153,Colombia,Documentation,End Customer,2026-01-29,,,False,,0,1,1,1,Delay due to logistics issue
1154,Argentina,Technical Support,End Customer,2026-01-16,9.0,11.0,True,2026-01-27,0,1,1,1,Delay due to logistics issue
1155,Colombia,Order Delay,End Customer,2026-03-16,,,False,,0,3,3,1,Customer escalated the issue
1156,Brazil,Pricing Issue,Distributor,2026-01-09,9.0,11.0,True,2026-01-20,0,1,1,2,Customer is requesting urgent update
1157,Brazil,Documentation,End Customer,2026-03-24,12.0,10.0,True,2026-04-03,0,3,3,1,Pricing discrepancy identified
1158,Perú,Pricing Issue,Distributor,2026-02-08,,,False,,0,2,1,3,Customer is requesting urgent update
1159,Argentina,Pricing Issue,Distributor,2026-03-20,11.0,10.0,True,2026-03-30,1,3,3,3,Delay due to logistics issue
1160,Chile,Documentation,Distributor,2026-01-06,8.0,9.0,True,2026-01-15,1,1,1,3,Delay due to logistics issue
1161,Chile,Order Delay,Distributor,2026-02-22,5.0,7.0,False,2026-03-01,0,2,1,4,Pricing discrepancy identified
1162,Colombia,Documentation,End Customer,2026-02-08,,,False,,0,2,1,3,Pricing discrepancy identified
1163,Perú,Technical Support,End Customer,2026-03-09,,,False,,1,3,3,2,Customer escalated the issue
1164,México,Documentation,Distributor,2026-02-18,,,False,,0,2,1,2,Awaiting internal approval
1165,Colombia,Pricing Issue,End Customer,2026-03-10,,,False,,0,3,3,3,Delay due to logistics issue
1166,Perú,Order Delay,Distributor,2026-03-13,,,False,,0,3,3,2,Awaiting internal approval
1167,Argentina,Documentation,Distributor,2026-03-02,11.0,11.0,True,2026-03-13,0,3,3,3,Pricing discrepancy identified
1168,Argentina,Technical Support,End Customer,2026-03-07,7.0,6.0,False,2026-03-13,1,3,3,3,Customer escalated the issue
1169,Argentina,Order Delay,Distributor,2026-03-25,11.0,11.0,True,2026-04-05,0,3,3,4,Awaiting internal approval
1170,Argentina,Pricing Issue,End Customer,2026-03-24,8.0,8.0,True,2026-04-01,0,3,3,1,Customer is requesting urgent update
1171,Argentina,Documentation,Distributor,2026-03-12,8.0,7.0,False,2026-03-19,0,3,3,3,Awaiting internal approval
1172,Perú,Order Delay,Distributor,2026-02-01,,,False,,1,2,1,4,Delay due to logistics issue
1173,Perú,Order Delay,Distributor,2026-02-11,,,False,,0,2,1,3,Awaiting internal approval
1174,Brazil,Pricing Issue,Distributor,2026-01-24,10.0,11.0,True,2026-02-04,0,1,1,3,Awaiting internal approval
1175,Chile,Order Delay,Distributor,2026-01-30,4.0,5.0,False,2026-02-04,0,1,1,2,Pricing discrepancy identified
1176,Argentina,Order Delay,End Customer,2026-02-13,8.0,10.0,True,2026-02-23,0,2,1,2,Awaiting internal approval
1177,México,Technical Support,End Customer,2026-03-13,,,False,,1,3,3,2,Awaiting internal approval
1178,Perú,Order Delay,End Customer,2026-02-24,,,False,,0,2,1,3,Customer escalated the issue
1179,México,Documentation,Distributor,2026-02-06,,,False,,0,2,1,3,Customer escalated the issue
1180,México,Technical Support,Distributor,2026-01-18,,,False,,0,1,1,3,Customer escalated the issue
1181,México,Technical Support,Distributor,2026-03-10,,,False,,0,3,3,3,Customer escalated the issue
1182,Brazil,Documentation,End Customer,2026-01-10,10.0,11.0,True,2026-01-21,0,1,1,2,Awaiting internal approval
1183,Perú,Technical Support,Distributor,2026-02-04,,,False,,0,2,1,4,Customer escalated the issue
1184,México,Pricing Issue,Distributor,2026-01-28,,,False,,1,1,1,4,Pricing discrepancy identified
1185,Argentina,Pricing Issue,Distributor,2026-01-13,8.0,9.0,True,2026-01-22,1,1,1,2,Delay due to logistics issue
1186,Colombia,Documentation,End Customer,2026-03-02,,,False,,0,3,3,2,Delay due to logistics issue
1187,México,Order Delay,End Customer,2026-02-26,,,False,,0,2,1,1,Delay due to logistics issue
1188,Brazil,Technical Support,Distributor,2026-02-13,10.0,10.0,True,2026-02-23,0,2,1,4,Customer is requesting urgent update
1189,Perú,Documentation,End Customer,2026-03-18,,,False,,0,3,3,3,Awaiting internal approval
1190,Brazil,Technical Support,Distributor,2026-03-28,9.0,9.0,True,2026-04-06,0,3,3,4,Delay due to logistics issue
1191,México,Pricing Issue,End Customer,2026-02-11,,,False,,0,2,1,3,Customer is requesting urgent update
1192,Perú,Pricing Issue,End Customer,2026-03-06,,,False,,0,3,3,1,Delay due to logistics issue
1193,Colombia,Documentation,Distributor,2026-01-21,,,False,,0,1,1,4,Delay due to logistics issue
1194,México,Technical Support,End Customer,2026-01-12,,,False,,1,1,1,2,Pricing discrepancy identified
1195,Brazil,Pricing Issue,End Customer,2026-03-14,10.0,8.0,True,2026-03-22,1,3,3,1,Customer is requesting urgent update
1196,Chile,Technical Support,End Customer,2026-03-12,6.0,6.0,False,2026-03-18,0,3,3,3,Awaiting internal approval
1197,Argentina,Pricing Issue,End Customer,2026-03-11,10.0,10.0,True,2026-03-21,1,3,3,2,Customer is requesting urgent update
1198,Brazil,Pricing Issue,End Customer,2026-02-19,7.0,9.0,True,2026-02-28,1,2,1,3,Pricing discrepancy identified
1199,Perú,Pricing Issue,End Customer,2026-01-21,,,False,,1,1,1,2,Pricing discrepancy identified
1200,México,Pricing Issue,Distributor,2026-02-28,,,False,,0,2,1,3,Delay due to logistics issue
1201,Argentina,Order Delay,End Customer,2026-01-26,5.0,6.0,False,2026-02-01,0,1,1,1,Awaiting internal approval
1202,México,Documentation,End Customer,2026-01-20,,,False,,0,1,1,3,Awaiting internal approval
1203,Perú,Technical Support,Distributor,2026-02-21,,,False,,0,2,1,3,Pricing discrepancy identified
1204,México,Pricing Issue,End Customer,2026-03-07,,,False,,0,3,3,3,Pricing discrepancy identified
1205,Chile,Pricing Issue,Distributor,2026-03-19,9.0,9.0,True,2026-03-28,0,3,3,2,Customer is requesting urgent update
1206,Argentina,Pricing Issue,End Customer,2026-03-13,7.0,5.0,False,2026-03-18,0,3,3,3,Customer is requesting urgent update
1207,Argentina,Documentation,End Customer,2026-03-31,9.0,9.0,True,2026-04-09,1,3,3,2,Customer is requesting urgent update
1208,Perú,Technical Support,Distributor,2026-03-28,,,False,,1,3,3,2,Customer is requesting urgent update
1209,Chile,Documentation,End Customer,2026-03-30,9.0,8.0,True,2026-04-07,0,3,3,2,Awaiting internal approval
1210,Brazil,Documentation,Distributor,2026-02-06,8.0,8.0,True,2026-02-14,0,2,1,3,Delay due to logistics issue
1211,México,Pricing Issue,Distributor,2026-01-20,,,False,,0,1,1,2,Customer is requesting urgent update
1212,Colombia,Technical Support,End Customer,2026-01-22,,,False,,0,1,1,1,Awaiting internal approval
1213,México,Pricing Issue,End Customer,2026-02-27,,,False,,0,2,1,1,Pricing discrepancy identified
1214,México,Documentation,Distributor,2026-02-12,,,False,,0,2,1,4,Customer escalated the issue
1215,Brazil,Order Delay,End Customer,2026-01-12,9.0,11.0,True,2026-01-23,1,1,1,1,Delay due to logistics issue
1216,México,Order Delay,Distributor,2026-01-15,,,False,,0,1,1,3,Customer is requesting urgent update
1217,Chile,Documentation,End Customer,2026-02-12,6.0,6.0,False,2026-02-18,0,2,1,3,Delay due to logistics issue
1218,Chile,Pricing Issue,Distributor,2026-02-12,6.0,7.0,False,2026-02-19,0,2,1,3,Customer is requesting urgent update
1219,Argentina,Pricing Issue,Distributor,2026-01-26,6.0,7.0,False,2026-02-02,0,1,1,2,Customer is requesting urgent update
1220,Perú,Technical Support,End Customer,2026-02-17,,,False,,0,2,1,3,Customer is requesting urgent update
1221,Colombia,Technical Support,End Customer,2026-01-08,,,False,,0,1,1,3,Delay due to logistics issue
1222,México,Order Delay,Distributor,2026-03-01,,,False,,0,3,3,4,Awaiting internal approval
1223,México,Pricing Issue,End Customer,2026-01-01,,,False,,0,1,1,1,Pricing discrepancy identified
1224,Brazil,Documentation,End Customer,2026-03-06,12.0,11.0,True,2026-03-17,0,3,3,3,Delay due to logistics issue
1225,Perú,Pricing Issue,End Customer,2026-02-07,,,False,,0,2,1,1,Delay due to logistics issue
1226,Chile,Pricing Issue,End Customer,2026-01-01,7.0,8.0,True,2026-01-09,0,1,1,3,Customer is requesting urgent update
1227,Colombia,Documentation,Distributor,2026-01-09,,,False,,0,1,1,3,Delay due to logistics issue
1228,Argentina,Order Delay,End Customer,2026-03-04,11.0,9.0,True,2026-03-13,1,3,3,2,Customer escalated the issue
1229,Chile,Documentation,End Customer,2026-02-11,6.0,8.0,True,2026-02-19,0,2,1,2,Pricing discrepancy identified
1230,Perú,Pricing Issue,End Customer,2026-03-20,,,False,,0,3,3,3,Delay due to logistics issue
1231,Argentina,Documentation,Distributor,2026-02-10,9.0,10.0,True,2026-02-20,1,2,1,2,Delay due to logistics issue
1232,Brazil,Technical Support,Distributor,2026-01-30,6.0,6.0,False,2026-02-05,0,1,1,3,Awaiting internal approval
1233,Brazil,Technical Support,Distributor,2026-03-18,11.0,11.0,True,2026-03-29,0,3,3,3,Awaiting internal approval
1234,México,Technical Support,End Customer,2026-02-15,,,False,,0,2,1,2,Customer escalated the issue
1235,Perú,Technical Support,Distributor,2026-02-16,,,False,,0,2,1,3,Delay due to logistics issue
1236,Colombia,Documentation,End Customer,2026-03-09,,,False,,0,3,3,3,Customer is requesting urgent update
1237,Argentina,Order Delay,End Customer,2026-01-12,6.0,7.0,False,2026-01-19,0,1,1,2,Pricing discrepancy identified
1238,Chile,Order Delay,Distributor,2026-02-08,6.0,7.0,False,2026-02-15,0,2,1,2,Pricing discrepancy identified
1239,Perú,Technical Support,End Customer,2026-02-16,,,False,,0,2,1,1,Pricing discrepancy identified
1240,Perú,Pricing Issue,End Customer,2026-03-26,,,False,,0,3,3,1,Customer is requesting urgent update
1241,Brazil,Documentation,End Customer,2026-03-26,9.0,7.0,False,2026-04-02,0,3,3,2,Customer is requesting urgent update
1242,México,Pricing Issue,Distributor,2026-03-04,,,False,,0,3,3,3,Pricing discrepancy identified
1243,México,Technical Support,Distributor,2026-01-27,,,False,,0,1,1,4,Customer escalated the issue
1244,Argentina,Documentation,End Customer,2026-02-07,5.0,7.0,False,2026-02-14,0,2,1,3,Pricing discrepancy identified
1245,Brazil,Technical Support,End Customer,2026-02-06,7.0,8.0,True,2026-02-14,0,2,1,3,Delay due to logistics issue
1246,Perú,Documentation,Distributor,2026-03-06,,,False,,0,3,3,4,Awaiting internal approval
1247,Colombia,Technical Support,Distributor,2026-03-15,,,False,,0,3,3,3,Pricing discrepancy identified
1248,Brazil,Order Delay,End Customer,2026-01-19,10.0,11.0,True,2026-01-30,0,1,1,1,Customer escalated the issue
